"ID","Sales"
1,7929.276020375779
2,8026.605112979887
3,8123.934205583937
4,8221.263298188045
5,5829.325839243014
6,5926.654931838682
7,6023.984024442732
8,6121.3131170468405
9,6218.642209650949
10,6315.971302254999
11,6413.300394859107
12,5854.842459929991
13,5952.171552525659
14,7948.157178855734
15,8045.486271459842
16,8142.815364063892
17,8240.144456668
18,8171.845861835114
19,5779.908402890083
20,5877.237495485693
21,5974.566588089743
22,6071.8956806939095
23,6169.2247732979595
24,6266.553865902009
25,6363.882958506176
26,5805.42502357706
27,5902.7541161726695
28,7833.562732792634
29,7930.8918253968
30,8028.22091800085
31,8125.5500106049
32,8222.879103209008
33,5830.941644264036
34,5928.270736859646
35,6025.599829463696
36,6122.928922067804
37,6220.258014671912
38,6317.587107275962
39,6414.91619988007
40,5856.458264951012
41,5953.787357546622
42,7884.5959741665865
43,7981.925066770695
44,8079.254159374803
45,8176.583251978853
46,8273.912344582961
47,5881.97488563793
48,5979.303978233598
49,7008.603601972805
50,7105.9326945769135
51,7203.261787181022
52,7300.590879785072
53,4908.653420840041
54,5005.982513435709
55,5103.311606039759
56,5200.640698643867
57,5297.969791247975
58,5395.298883852083
59,5492.627976456133
60,4934.170041527017
61,5031.499134122685
62,6962.30775074265
63,7059.636843346758
64,7156.965935950808
65,7254.295028554974
66,7185.99643372203
67,4794.058974776999
68,4891.388067372609
69,4988.717159976659
70,5086.046252580825
71,5183.375345184875
72,5280.704437788983
73,5378.0335303930915
74,4819.575595463975
75,4916.904688059585
76,6847.71330467955
77,6945.042397283716
78,7042.371489887766
79,7139.700582491874
80,7237.029675095924
81,4845.092216150952
82,4942.421308746561
83,5039.750401350611
84,5137.0794939547195
85,5234.408586558828
86,5396.9146888730465
87,5494.2437814770965
88,4870.608836837928
89,4967.937929433538
90,6963.923555763613
91,7061.252648367721
92,7158.581740971829
93,7255.910833575937
94,7353.239926179987
95,4896.125457524846
96,4993.454550120514
97,8286.627171458153
98,8383.95626406226
99,8481.285356666369
100,8578.614449270419
101,6186.676990325388
102,6284.006082921056
103,6381.335175525106
104,6478.664268129214
105,6575.993360733322
106,6673.3224533374305
107,6770.65154594148
108,6212.193611012364
109,6309.522703608032
110,8240.331320227997
111,8337.660412832105
112,8434.989505436155
