,0
1,7724.141583510231
2,7820.762069306377
3,7917.382555102524
4,8014.003040898671
5,5627.803574377768
6,5724.424060173915
7,5821.044545970062
8,5917.665031766209
9,6014.285517562355
10,6110.906003358503
11,6207.526489154649
12,5652.42093558497
13,5749.041421381116
14,7738.048483338316
15,7834.668969134463
16,7931.289454930609
17,8027.909940726757
18,7446.158628105696
19,5059.959161584793
20,5156.5796473809405
21,5253.200133177087
22,5349.820618973234
23,5446.441104769381
24,5543.061590565528
25,5639.682076361675
26,5084.576522791995
27,5181.197008588141
28,7108.911407335511
29,7205.531893131658
30,7302.152378927805
31,7398.772864723952
32,7495.3933505200985
33,5109.193883999196
34,5205.814369795343
35,5302.434855591489
36,5399.055341387637
37,5495.675827183783
38,5592.29631297993
39,5688.9167987760775
40,5133.811245206397
41,5230.431731002544
42,7158.146129749914
43,7254.766615546061
44,7351.387101342208
45,7448.007587138354
46,7544.628072934502
47,5158.428606413599
48,5255.049092209745
49,6936.016002333766
50,7032.636488129913
51,7129.25697392606
52,7225.877459722207
53,4839.677993201303
54,4936.298478997451
55,5032.918964793598
56,5129.539450589745
57,5226.159936385891
58,5322.780422182039
59,5419.400907978185
60,4864.295354408505
61,4960.915840204652
62,6888.630238952022
63,6985.250724748169
64,7081.8712105443155
65,7178.491696340462
66,6596.740383719402
67,4210.540917198499
68,4307.161402994647
69,4403.781888790793
70,4500.40237458694
71,4597.022860383087
72,4693.643346179234
73,4790.2638319753805
74,4235.158278405701
75,4331.7787642018475
76,6259.493162949218
77,6356.113648745364
78,6452.734134541511
79,6549.354620337657
80,6645.975106133805
81,4259.775639612902
82,4356.396125409049
83,4453.016611205196
84,4549.637097001343
85,4646.25758279749
86,4804.170731803466
87,4900.791217599613
88,4284.393000820103
89,4381.01348661625
90,6370.02054857345
91,6466.641034369596
92,6563.261520165744
93,6659.88200596189
94,6756.502491758037
95,4309.010362027304
96,4405.630847823451
97,8042.899366854896
98,8139.519852651043
99,8236.14033844719
100,8332.760824243338
101,5946.561357722434
102,6043.181843518581
103,6139.802329314728
104,6236.422815110875
105,6333.043300907022
106,6429.663786703169
107,6526.284272499315
108,5971.178718929636
109,6067.799204725782
110,7995.513603473152
111,8092.134089269299
