,0
1,6116.808126366532
2,6116.380400044278
3,6115.952673722022
4,6115.5249473997665
5,6115.097734598519
6,6114.66962293806
7,6114.241896615804
8,6113.81417029355
9,6113.386443971294
10,6112.95871764904
11,6112.530991326785
12,6112.103650342733
13,6111.675538682275
14,6111.2472113122585
15,6110.819484990003
16,6110.391758667749
17,6109.964032345493
18,6109.536306023238
19,6109.10909322199
20,6108.680981561531
21,6108.253255239275
22,6107.825528917021
23,6107.397802594765
24,6106.97007627251
25,6106.542349950256
26,6106.115008966204
27,6105.686897305746
28,6105.259042800688
29,6104.831316478432
30,6104.403590156178
31,6103.975863833923
32,6103.548137511667
33,6103.12092471042
34,6102.69281304996
35,6102.265086727704
36,6101.83736040545
37,6101.409634083195
38,6100.981907760939
39,6100.554181438685
40,6100.126840454634
41,6099.698728794174
42,6099.270874289117
43,6098.843147966862
44,6098.415421644608
45,6097.987695322352
46,6097.559969000096
47,6097.132756198849
48,6096.704644538389
49,6048.713003174011
50,6048.285276851757
51,6047.857550529501
52,6047.4298242072455
53,6047.002611405998
54,6046.574499745539
55,6046.146773423283
56,6045.719047101029
57,6045.291320778773
58,6044.863594456518
59,6044.435868134264
60,6044.008527150212
61,6043.580415489752
62,6043.152560984696
63,6042.72483466244
64,6042.297108340186
65,6041.869382017931
66,6041.441655695675
67,6041.014442894428
68,6040.586331233968
69,6040.158604911712
70,6039.730878589458
71,6039.303152267203
72,6038.875425944947
73,6038.447699622693
74,6038.0203586386415
75,6037.592246978182
76,6037.164392473125
77,6036.7366661508695
78,6036.308939828614
79,6035.88121350636
80,6035.453487184104
81,6035.026274382857
82,6034.598162722397
83,6034.170436400142
84,6033.742710077888
85,6033.314983755632
86,6032.886784568418
87,6032.459058246164
88,6032.032190127071
89,6031.604078466611
90,6031.175751096596
91,6030.748024774341
92,6030.320298452085
93,6029.892572129831
94,6029.464845807575
95,6029.038105871285
96,6028.609994210827
97,6115.511914215167
98,6115.084187892911
99,6114.6564615706575
100,6114.228735248402
101,6113.801522447153
102,6113.373410786695
103,6112.945684464439
104,6112.5179581421835
105,6112.09023181993
106,6111.662505497674
107,6111.23477917542
108,6110.807438191368
109,6110.379326530909
110,6109.951472025852
111,6109.523745703596
112,6109.096019381341
113,6108.668293059087
114,6108.240566736831
115,6107.813353935582
116,6107.385242275124
117,6106.95704308791
118,6106.529316765655
119,6106.101590443401
120,6105.673864121145
121,6105.246137798889
122,6104.819269679798
123,6104.391158019338
124,6103.962830649323
125,6103.5351043270675
126,6103.107378004812
127,6102.679651682558
128,6102.251925360302
129,6101.825185424012
130,6101.397073763554
131,6100.96887457634
132,6100.541148254084
133,6100.11342193183
134,6099.685695609574
135,6099.257969287319
136,6098.831101168227
137,6098.402989507767
138,6097.974662137751
139,6097.546935815497
140,6097.119209493241
141,6096.691483170987
142,6096.263756848732
143,6095.837016912441
144,6095.408905251983
145,6115.380204143345
146,6114.952477821089
147,6114.524751498835
148,6114.097025176579
149,6113.66981237533
150,6113.241700714872
151,6112.813974392617
152,6112.386248070361
153,6111.958521748107
154,6111.5307954258515
155,6111.103069103596
156,6110.675728119546
157,6110.247616459086
158,6109.81976195403
159,6109.392035631774
160,6108.964309309518
161,6108.536582987264
162,6108.108856665009
163,6107.68164386376
164,6107.253532203302
165,6106.825333016088
166,6106.397606693832
167,6105.969880371578
168,6105.542154049323
169,6105.114427727067
170,6104.687559607975
171,6104.259447947516
172,6103.831120577499
173,6103.403394255245
174,6102.975667932989
175,6102.5479416107355
176,6102.12021528848
177,6101.693475352189
178,6101.265363691731
179,6100.837164504517
180,6100.4094381822615
181,6099.981711860008
182,6099.553985537752
183,6099.126259215496
184,6098.699391096405
185,6098.271279435945
186,6097.842952065928
187,6097.4152257436745
188,6096.987499421419
189,6096.559773099163
190,6096.132046776909
191,6095.7053068406185
192,6095.277195180161
193,6115.103936437114
194,6114.676210114858
195,6114.248483792604
196,6113.820757470348
197,6113.393544669099
198,6112.965433008641
199,6112.537706686386
200,6112.10998036413
201,6111.682254041876
202,6111.2545277196205
203,6110.826801397365
204,6110.399460413315
205,6109.971348752855
206,6109.543494247797
207,6109.115767925543
208,6108.688041603287
209,6108.260315281033
210,6107.832588958778
211,6107.405376157529
212,6106.977264497071
213,6106.549538174815
214,6106.121811852559
215,6105.6940855303055
216,6105.26635920805
217,6104.838632885794
218,6104.411291901744
219,6103.983180241285
220,6103.555325736226
221,6103.127599413972
222,6102.699873091717
223,6102.272146769461
224,6101.844420447207
225,6101.417207645958
226,6100.9890959855
227,6100.5613696632445
228,6100.133643340989
229,6099.705917018735
230,6099.277717831521
231,6098.849991509265
232,6098.423123390174
233,6097.995011729714
234,6097.566684359697
235,6097.138958037443
236,6096.711231715188
237,6096.283505392932
238,6095.855779070678
239,6095.4290391343875
240,6095.000927473928
241,6114.972226365291
242,6114.544500043035
243,6114.116773720782
244,6113.689047398526
245,6113.261834597277
246,6112.833722936819
247,6112.405996614563
248,6111.978270292308
249,6111.550543970054
250,6111.122817647798
251,6110.695091325542
252,6110.2677503414925
253,6109.839638681033
254,6109.411784175974
255,6108.9840578537205
256,6108.5558586665065
257,6108.128132344251
258,6107.700406021997
259,6107.273193220748
260,6106.84508156029
261,6106.417355238034
262,6105.989628915779
263,6105.561902593525
264,6105.134176271269
265,6104.706449949013
266,6104.279108964964
267,6103.850997304504
268,6103.4231427994455
269,6102.995416477192
270,6102.567690154936
271,6102.13996383268
272,6101.712237510426
273,6101.285024709177
274,6100.856913048718
275,6100.429186726464
276,6100.001460404208
277,6099.573734081952
278,6099.1460077596985
279,6098.718281437443
280,6098.290940453393
281,6097.862828792933
282,6097.434974287875
283,6097.007247965621
284,6096.579521643365
285,6096.15179532111
286,6095.724068998856
287,6095.296856197607
288,6094.868744537147
289,5962.615404035241
290,5962.1876777129855
291,5961.75995139073
292,5961.332225068476
293,5960.905012267227
294,5960.476900606769
295,5960.049174284513
296,5959.621447962258
297,5959.193721640004
298,5958.765995317748
299,5958.338268995492
300,5957.910928011443
301,5957.482816350983
302,5957.0549618459245
303,5956.627235523671
304,5956.199509201415
305,5955.771782879159
306,5955.344056556905
307,5954.916843755656
308,5954.488732095197
309,5954.060532907984
310,5953.632806585729
311,5953.205080263473
312,5952.777353941219
313,5952.3496276189635
314,5951.922759499872
315,5951.494647839412
316,5951.066320469396
317,5950.638594147142
318,5950.210867824886
319,5949.78314150263
320,5949.355415180376
321,5948.928675244086
322,5948.500563583626
323,5948.072364396414
324,5947.644638074158
325,5947.216911751902
326,5946.789185429649
327,5946.361459107393
328,5945.9345909882995
329,5945.506479327842
330,5945.078151957825
331,5944.650425635571
332,5944.222699313315
333,5943.79497299106
334,5943.367246668806
335,5942.940506732515
336,5942.512395072055
337,6040.313023647155
338,6039.8852973248995
339,6039.457571002644
340,6039.02984468039
341,6038.602631879141
342,6038.174520218681
343,6037.746793896427
344,6037.319067574172
345,6036.891341251916
346,6036.463614929662
347,6036.035888607406
348,6035.608547623357
349,6035.180435962897
350,6034.7525814578385
351,6034.324855135585
352,6033.897128813329
353,6033.469402491073
354,6033.041676168819
355,6032.61446336757
356,6032.186351707111
357,6031.758152519898
358,6031.330426197643
359,6030.902699875387
360,6030.474973553133
361,6030.0472472308775
362,6029.620379111784
363,6029.192267451326
364,6028.76394008131
365,6028.336213759056
366,6027.9084874368
367,6027.480761114544
368,6027.05303479229
369,6026.626294856
370,6026.19818319554
371,6025.769984008328
372,6025.342257686072
373,6024.914531363816
374,6024.486805041563
375,6024.059078719307
376,6023.6322106002135
377,6023.204098939756
378,6022.775771569739
379,6022.348045247483
380,6021.920318925229
381,6021.492592602974
382,6021.06486628072
383,6020.638126344429
384,6020.210014683969
385,6247.918936244509
386,6247.491209922253
387,6247.063483599997
388,6246.635284412785
389,6246.208544476494
390,6245.780432816035
391,6245.352233628822
392,6244.924507306567
393,6244.496780984311
394,6244.069054662057
395,6243.6413283398015
396,6243.214460220708
397,6242.78634856025
398,6242.358021190234
399,6241.93029486798
400,6241.502568545724
401,6241.074842223468
402,6240.647115901214
403,6240.220375964924
404,6239.792264304464
405,6239.364065117252
406,6238.936338794996
407,6238.50861247274
408,6238.080886150487
409,6237.653159828231
410,6237.2262917091375
411,6236.79818004868
412,6236.369852678663
413,6235.942126356407
414,6235.514400034153
415,6235.086673711898
416,6234.658947389644
417,6234.232207453353
418,6233.804481131097
419,6233.375896605681
420,6232.9481702834255
421,6232.52044396117
422,6232.092717638916
423,6231.66499131666
424,6231.238123197567
425,6230.810396875313
426,6230.381684167092
427,6229.953957844837
428,6229.526231522583
429,6229.098505200327
430,6228.670778878071
431,6228.2440389417825
432,6227.815927281323
433,6215.255943813423
434,6214.828217491167
435,6214.400491168912
436,6213.972764846658
437,6213.545552045409
438,6213.117440384949
439,6212.689714062695
440,6212.2619877404395
441,6211.834261418184
442,6211.40653509593
443,6210.978808773674
444,6210.551467789623
445,6210.123356129165
446,6209.695501624106
447,6209.267775301851
448,6208.840048979597
449,6208.412322657341
450,6207.984596335087
451,6207.557383533838
452,6207.1292718733785
453,6206.701545551125
454,6206.273819228869
455,6205.846092906613
456,6205.418366584359
457,6204.990640262104
458,6204.563299278052
459,6204.135187617594
460,6203.707333112536
461,6203.27960679028
462,6202.851880468026
463,6202.42415414577
464,6201.996427823515
465,6201.569215022268
466,6201.141103361808
467,6200.713377039554
468,6200.285650717298
469,6199.857924395043
470,6199.42972520783
471,6199.001998885575
472,6198.575130766481
473,6198.147019106023
474,6197.718691736007
475,6197.290965413751
476,6196.863239091497
477,6196.4355127692415
478,6196.007786446986
479,6195.581046510697
480,6195.152934850237
481,6046.192857688484
482,6045.76513136623
483,6045.337405043974
484,6044.90967872172
485,6044.482465920471
486,6044.054354260012
487,6043.626627937758
488,6043.198901615502
489,6042.771175293246
490,6042.3434489709925
491,6041.915722648737
492,6041.488381664685
493,6041.060270004227
494,6040.632415499169
495,6040.204689176913
496,6039.776962854659
497,6039.349236532404
498,6038.921510210148
499,6038.494297408901
500,6038.066185748441
501,6037.637986561229
502,6037.210260238973
503,6036.7825339167175
504,6036.354807594464
505,6035.927081272208
506,6035.500213153115
507,6035.072101492657
508,6034.64377412264
509,6034.216047800384
510,6033.7883214781305
511,6033.360595155875
512,6032.932868833619
513,6032.50612889733
514,6032.07801723687
515,6031.6498180496565
516,6031.222091727403
517,6030.794365405147
518,6030.366639082893
519,6029.938912760637
520,6029.512044641544
521,6029.083932981086
522,6028.655605611069
523,6028.227879288814
524,6027.80015296656
525,6027.372426644304
526,6026.944700322048
527,6026.51796038576
528,6026.0898487253
529,6113.676014213925
530,6113.248287891671
531,6112.820561569415
532,6112.392835247159
533,6111.965622445912
534,6111.5375107854525
535,6111.10931159824
536,6110.681585275985
537,6110.253858953729
538,6109.826132631475
539,6109.398406309219
540,6108.971538190126
541,6108.543426529668
542,6108.115099159651
543,6107.687372837396
544,6107.259646515142
545,6106.831920192886
546,6106.4041938706305
547,6105.977453934342
548,6105.549342273882
549,6105.121143086668
550,6104.693416764414
551,6104.265690442158
552,6103.837964119904
553,6103.410237797649
554,6102.983369678555
555,6102.555258018097
556,6102.126930648081
557,6101.699204325825
558,6101.271478003571
559,6100.843751681316
560,6100.41602535906
561,6099.989285422771
562,6099.561173762311
563,6099.132974575097
564,6098.705248252843
565,6098.277521930588
566,6097.849795608332
567,6097.422069286078
568,6096.995201166985
569,6096.567089506527
570,6096.13876213651
571,6095.7110358142545
572,6095.283309492001
573,6094.855583169745
574,6094.427856847489
575,6094.0011169112
576,6093.573005250741
577,6097.311307799671
578,6096.8835814774175
579,6096.455855155162
580,6096.028128832906
581,6095.600916031659
582,6095.172804371199
583,6094.7450780489435
584,6094.31735172669
585,6093.889625404434
586,6093.461899082178
587,6093.034172759924
588,6092.606831775873
589,6092.178720115413
590,6091.750865610356
591,6091.323139288101
592,6090.895412965847
593,6090.467686643591
594,6090.0399603213355
595,6089.612747520088
596,6089.1846358596285
597,6088.756909537373
598,6088.329183215119
599,6087.901456892863
600,6087.473730570608
601,6087.046004248354
602,6086.618663264302
603,6086.190551603842
604,6085.762697098786
605,6085.33497077653
606,6084.907244454274
607,6084.4795181320205
608,6084.051791809765
609,6083.624579008518
610,6083.196467348058
611,6082.768741025802
612,6082.341014703548
613,6081.913288381293
614,6081.485089194079
615,6081.057362871825
616,6080.6304947527315
617,6080.202383092272
618,6079.774055722257
619,6079.346329400001
620,6078.9186030777455
621,6078.490876755492
622,6078.063150433236
623,6077.636410496945
624,6077.208298836487
625,6214.032010479261
626,6213.604284157007
627,6213.176557834751
628,6212.748358647537
629,6212.321618711248
630,6211.893507050789
631,6211.465307863575
632,6211.037581541321
633,6210.609855219065
634,6210.182128896809
635,6209.754402574556
636,6209.327534455462
637,6208.8994227950025
638,6208.471095424988
639,6208.043369102732
640,6207.615642780476
641,6207.187916458222
642,6206.760190135967
643,6206.333450199678
644,6205.905338539218
645,6205.477139352004
646,6205.04941302975
647,6204.6216867074945
648,6204.193960385239
649,6203.766234062985
650,6203.339365943892
651,6202.911254283432
652,6202.482926913417
653,6202.055200591161
654,6201.627474268906
655,6201.199747946652
656,6200.772021624396
657,6200.345281688105
658,6199.9175553658515
659,6199.4889708404335
660,6199.061244518178
661,6198.633518195924
662,6198.205791873668
663,6197.778065551414
664,6197.351197432321
665,6196.923085771861
666,6196.494758401846
667,6196.067032079591
668,6195.639305757335
669,6195.211579435081
670,6194.783853112825
671,6194.357113176535
672,6193.929001516077
673,6246.214746315089
674,6245.787019992833
675,6245.359293670579
676,6244.931567348323
677,6244.504354547076
678,6244.0762428866165
679,6243.6480436994025
680,6243.220317377149
681,6242.792591054893
682,6242.364864732637
683,6241.937138410383
684,6241.51027029129
685,6241.08215863083
686,6240.653831260815
687,6240.22610493856
688,6239.798378616304
689,6239.37065229405
690,6238.9429259717945
691,6238.516186035504
692,6238.088074375046
693,6237.659875187832
694,6237.232148865578
695,6236.804422543322
696,6236.376696221067
697,6235.948969898813
698,6235.522101779719
699,6235.09399011926
700,6234.665662749245
701,6234.237936426989
702,6233.810210104733
703,6233.3824837824795
704,6232.954757460224
705,6232.528017523933
706,6232.099905863475
707,6231.671706676261
708,6231.2439803540055
709,6230.816254031752
710,6230.388527709496
711,6229.96080138724
712,6229.533933268149
713,6229.105821607689
714,6228.677494237674
715,6228.2497679154185
716,6227.822041593163
717,6227.394315270909
718,6226.966588948653
719,6226.5398490123625
720,6226.111737351905
721,6096.771619949795
722,6096.34389362754
723,6095.916167305286
724,6095.487968118072
725,6095.061228181781
726,6094.633116521323
727,6094.204917334109
728,6093.777191011855
729,6093.3494646896
730,6092.921738367344
731,6092.49401204509
732,6092.067143925997
733,6091.639032265537
734,6091.210704895522
735,6090.7829785732665
736,6090.355252251011
737,6089.927525928757
738,6089.499799606501
739,6089.073059670211
740,6088.644948009753
741,6088.216748822539
742,6087.789022500283
743,6087.361296178029
744,6086.933569855773
745,6086.505843533518
746,6086.078975414426
747,6085.650863753966
748,6085.222536383952
749,6084.794810061696
750,6084.36708373944
751,6083.939357417186
752,6083.511631094931
753,6083.08489115864
754,6082.657164836386
755,6082.228580310968
756,6081.800853988712
757,6081.3731276664585
758,6080.945401344203
759,6080.517675021947
760,6080.090806902856
761,6079.662695242396
762,6079.234367872379
763,6078.806641550125
764,6078.37891522787
765,6077.951188905616
766,6077.52346258336
767,6077.096722647069
768,6076.668610986611
769,6112.320370807942
770,6111.892644485686
771,6111.464918163432
772,6111.0371918411765
773,6110.609979039928
774,6110.18186737947
775,6109.754141057214
776,6109.326414734958
777,6108.898688412704
778,6108.470962090449
779,6108.043235768193
780,6107.615894784143
781,6107.187783123683
782,6106.759455753669
783,6106.331729431413
784,6105.904003109157
785,6105.476276786903
786,6105.048550464648
787,6104.621810528357
788,6104.193698867899
789,6103.765499680685
790,6103.337773358429
791,6102.9100470361755
792,6102.48232071392
793,6102.054594391664
794,6101.6277262725725
795,6101.199614612113
796,6100.771287242096
797,6100.343560919842
798,6099.915834597587
799,6099.488108275333
800,6099.060381953077
801,6098.633642016786
802,6098.205530356328
803,6097.777331169114
804,6097.349604846859
805,6096.921878524605
806,6096.494152202349
807,6096.066425880093
808,6095.639557761002
809,6095.211446100542
810,6094.7831187305255
811,6094.355392408272
812,6093.927666086016
813,6093.49993976376
814,6093.072213441506
815,6092.645473505216
816,6092.217361844758
817,6213.14377610595
818,6212.716049783694
819,6212.28832346144
820,6211.860597139184
821,6211.433384337935
822,6211.0052726774775
823,6210.577546355222
824,6210.149820032966
825,6209.722093710712
826,6209.2943673884565
827,6208.866641066201
828,6208.439300082151
829,6208.011188421691
830,6207.583333916633
831,6207.155607594379
832,6206.727881272123
833,6206.3001549498695
834,6205.872428627614
835,6205.445215826365
836,6205.017104165907
837,6204.589377843651
838,6204.1616515213955
839,6203.733925199142
840,6203.306198876886
841,6202.87847255463
842,6202.45113157058
843,6202.023019910121
844,6201.595165405062
845,6201.167439082808
846,6200.739712760553
847,6200.311986438297
848,6199.884260116043
849,6199.457047314794
850,6199.028935654336
851,6198.6012093320805
852,6198.173483009825
853,6197.745756687571
854,6197.317557500357
855,6196.889831178101
856,6196.46296305901
857,6196.03485139855
858,6195.606524028533
859,6195.1787977062795
860,6194.751071384024
861,6194.323345061768
862,6193.895618739514
863,6193.468878803224
864,6193.040767142764
865,6111.912393029888
866,6111.484666707633
867,6111.056940385379
868,6110.629214063123
869,6110.202001261874
870,6109.773889601416
871,6109.3461632791605
872,6108.918436956905
873,6108.490710634651
874,6108.062984312395
875,6107.6352579901395
876,6107.20791700609
877,6106.77980534563
878,6106.351950840572
879,6105.924224518318
880,6105.496498196062
881,6105.068771873806
882,6104.641045551552
883,6104.2138327503035
884,6103.7857210898455
885,6103.35799476759
886,6102.930268445334
887,6102.50254212308
888,6102.074815800825
889,6101.647089478569
890,6101.219748494519
891,6100.791636834059
892,6100.363782329001
893,6099.936056006747
894,6099.508329684491
895,6099.080603362236
896,6098.652877039982
897,6098.225664238733
898,6097.797552578273
899,6097.369826256019
900,6096.9420999337635
901,6096.51437361151
902,6096.086174424296
903,6095.65844810204
904,6095.2315799829485
905,6094.803468322489
906,6094.375140952472
907,6093.947414630218
908,6093.5196883079625
909,6093.091961985707
910,6092.664235663453
911,6092.237495727162
912,6091.8093840667025
913,5985.391063461662
914,5984.963337139407
915,5984.535610817151
916,5984.107884494897
917,5983.680671693648
918,5983.252560033188
919,5982.824833710934
920,5982.397107388679
921,5981.969381066425
922,5981.541654744169
923,5981.113928421913
924,5980.686587437864
925,5980.258475777404
926,5979.8306212723455
927,5979.402894950092
928,5978.975168627836
929,5978.54744230558
930,5978.119715983326
931,5977.692503182077
932,5977.264391521618
933,5976.836665199364
934,5976.408938877108
935,5975.981212554852
936,5975.5534862325985
937,5975.125759910343
938,5974.698418926293
939,5974.270307265833
940,5973.842452760775
941,5973.414726438521
942,5972.987000116265
943,5972.55927379401
944,5972.131547471756
945,5971.704334670507
946,5971.276223010047
947,5970.848496687793
948,5970.4207703655375
949,5969.993044043282
950,5969.56484485607
951,5969.137118533814
952,5968.710250414721
953,5968.282138754263
954,5967.853811384246
955,5967.426085061992
956,5966.998358739736
957,5966.570632417481
958,5966.142906095227
959,5965.716166158936
960,5965.288054498476
961,6111.024158656577
962,6110.596432334321
963,6110.168706012066
964,6109.740979689812
965,6109.313766888563
966,6108.885655228103
967,6108.457928905849
968,6108.030202583594
969,6107.602476261338
970,6107.174749939084
971,6106.747023616828
972,6106.319682632777
973,6105.891570972319
974,6105.46371646726
975,6105.0359901450065
976,6104.608263822751
977,6104.180537500495
978,6103.752811178241
979,6103.325598376992
980,6102.8974867165325
981,6102.469760394279
982,6102.042034072023
983,6101.614307749767
984,6101.186581427513
985,6100.758855105258
986,6100.331514121206
987,6099.903402460748
988,6099.47554795569
989,6099.047821633434
990,6098.62009531118
991,6098.1923689889245
992,6097.764642666671
993,6097.337429865422
994,6096.909318204962
995,6096.481591882708
996,6096.053865560452
997,6095.626139238197
998,6095.1979400509845
999,6094.770213728729
1000,6094.343345609635
1001,6093.9152339491775
1002,6093.486906579161
1003,6093.059180256905
1004,6092.631453934651
1005,6092.203727612396
1006,6091.77600129014
1007,6091.349261353851
1008,6090.921149693391
1009,6017.238100336641
1010,6016.810374014385
1011,6016.3826476921295
1012,6015.954921369876
1013,6015.527708568627
1014,6015.099596908167
1015,6014.671870585913
1016,6014.244144263657
1017,6013.816417941402
1018,6013.388691619148
1019,6012.960965296892
1020,6012.53362431284
1021,6012.1055126523825
1022,6011.677658147324
1023,6011.249931825068
1024,6010.8222055028145
1025,6010.394479180559
1026,6009.966752858305
1027,6009.539540057056
1028,6009.111428396596
1029,6008.683702074342
1030,6008.255975752087
1031,6007.828249429831
1032,6007.400523107577
1033,6006.972796785321
1034,6006.54545580127
1035,6006.117344140812
1036,6005.6894896357535
1037,6005.261763313498
1038,6004.834036991244
1039,6004.406310668988
1040,6003.9785843467325
1041,6003.551371545485
1042,6003.123259885026
1043,6002.695533562772
1044,6002.267807240516
1045,6001.84008091826
1046,6001.411881731048
1047,6000.9841554087925
1048,6000.557287289699
1049,6000.129175629241
1050,5999.700848259225
1051,5999.273121936969
1052,5998.845395614715
1053,5998.417669292459
1054,5997.989942970204
1055,5997.563203033915
1056,5997.135091373455
1057,6110.616180878522
1058,6110.188454556268
1059,6109.760728234012
1060,6109.333001911758
1061,6108.905789110509
1062,6108.47767745005
1063,6108.049951127796
1064,6107.62222480554
1065,6107.194498483284
1066,6106.7667721610305
1067,6106.339045838775
1068,6105.911704854723
1069,6105.483593194265
1070,6105.055738689207
1071,6104.628012366951
1072,6104.200286044697
1073,6103.772559722442
1074,6103.344833400186
1075,6102.917620598939
1076,6102.489508938479
1077,6102.061309751267
1078,6101.633583429011
1079,6101.2058571067555
1080,6100.778130784502
1081,6100.350404462246
1082,6099.923536343153
1083,6099.495424682695
1084,6099.067097312678
1085,6098.639370990422
1086,6098.211644668168
1087,6097.783918345913
1088,6097.356192023657
1089,6096.929452087368
1090,6096.501340426908
1091,6096.073141239694
1092,6095.645414917441
1093,6095.217688595185
1094,6094.789962272929
1095,6094.362235950675
1096,6093.935367831582
1097,6093.507256171124
1098,6093.078928801107
1099,6092.651202478852
1100,6092.223476156598
1101,6091.795749834342
1102,6091.368023512086
1103,6090.941283575798
1104,6090.513171915338
1105,6244.043147352997
1106,6243.615421030743
1107,6243.1876947084875
1108,6242.7594955212735
1109,6242.332755584985
1110,6241.904643924525
1111,6241.476444737313
1112,6241.048718415057
1113,6240.620992092801
1114,6240.193265770547
1115,6239.765539448292
1116,6239.338671329198
1117,6238.9105596687405
1118,6238.482232298724
1119,6238.054505976468
1120,6237.626779654214
1121,6237.199053331959
1122,6236.771327009703
1123,6236.344587073414
1124,6235.916475412954
1125,6235.48827622574
1126,6235.060549903486
1127,6234.632823581231
1128,6234.205097258975
1129,6233.777370936721
1130,6233.350502817628
1131,6232.92239115717
1132,6232.494063787153
1133,6232.0663374648975
1134,6231.638611142644
1135,6231.210884820388
1136,6230.783158498132
1137,6230.356418561843
1138,6229.928692239588
1139,6229.50010771417
1140,6229.072381391916
1141,6228.64465506966
1142,6228.216928747404
1143,6227.7892024251505
1144,6227.362334306057
1145,6226.9346079838015
1146,6226.505895275583
1147,6226.078168953327
1148,6225.650442631073
1149,6225.222716308817
1150,6224.794989986562
1151,6224.368250050273
1152,6223.940138389813
1153,6110.208203100468
1154,6109.7804767782145
1155,6109.352750455959
1156,6108.925024133703
1157,6108.497811332456
1158,6108.069699671996
1159,6107.6419733497405
1160,6107.214247027487
1161,6106.786520705231
1162,6106.358794382975
1163,6105.931068060721
1164,6105.50372707667
1165,6105.075615416212
1166,6104.6477609111535
1167,6104.220034588898
1168,6103.792308266644
1169,6103.364581944388
1170,6102.9368556221325
1171,6102.509642820885
1172,6102.081531160426
1173,6101.65380483817
1174,6101.226078515916
1175,6100.79835219366
1176,6100.370625871405
1177,6099.942899549151
1178,6099.515558565099
1179,6099.087446904639
1180,6098.659592399583
1181,6098.231866077327
1182,6097.804139755073
1183,6097.376413432818
1184,6096.948687110562
1185,6096.521474309315
1186,6096.093362648855
1187,6095.665636326599
1188,6095.237910004345
1189,6094.81018368209
1190,6094.381984494876
1191,6093.954258172622
1192,6093.5273900535285
1193,6093.099278393069
1194,6092.670951023054
1195,6092.243224700798
1196,6091.8154983785425
1197,6091.387772056289
1198,6090.960045734033
1199,6090.533305797744
1200,6090.105194137284
1201,5957.719670698596
1202,5957.291944376342
1203,5956.864218054086
1204,5956.436491731831
1205,5956.009278930584
1206,5955.581167270124
1207,5955.153440947868
1208,5954.725714625614
1209,5954.297988303359
1210,5953.870261981103
1211,5953.442535658849
1212,5953.015194674797
1213,5952.587083014338
1214,5952.159228509281
1215,5951.731502187025
1216,5951.30377586477
1217,5950.876049542516
1218,5950.44832322026
