"ID","Sales"
1,7673.884398936653
2,7673.451744373194
3,7673.019089809734
4,7672.586435246273
5,7672.143556549799
6,7671.710600273108
7,7671.2779457096485
8,7670.845291146189
9,7670.41263658273
10,7669.97998201927
11,7669.547327455811
12,7669.104531268372
13,7668.671574991683
14,7668.238372266204
15,7667.805717702745
16,7667.373063139284
17,7666.940408575824
18,7666.507754012365
19,7666.0648753158885
20,7665.6319190392
21,7665.19926447574
22,7664.766609912281
23,7664.333955348821
24,7663.901300785362
25,7663.468646221902
26,7663.0258500344635
27,7662.592893757775
28,7662.160321703353
29,7661.727667139891
30,7661.295012576432
31,7660.862358012972
32,7660.429703449513
33,7659.986824753037
34,7659.553868476348
35,7659.121213912888
36,7658.688559349429
37,7658.2559047859695
38,7657.82325022251
39,7657.390595659049
40,7656.947799471612
41,7656.514843194921
42,7656.082271140499
43,7655.6496165770395
44,7655.21696201358
45,7654.784307450121
46,7654.351652886661
47,7653.908774190185
48,7653.475817913496
49,8070.328831441907
50,8069.8961768784475
51,8069.463522314988
52,8069.030867751529
53,8068.587989055052
54,8068.155032778363
55,8067.722378214904
56,8067.289723651443
57,8066.857069087983
58,8066.424414524524
59,8065.991759961064
60,8065.5489637736255
61,8065.116007496937
62,8064.683435442515
63,8064.250780879055
64,8063.818126315596
65,8063.385471752136
66,8062.952817188675
67,8062.5099384922005
68,8062.07698221551
69,8061.64432765205
70,8061.211673088591
71,8060.7790185251315
72,8060.346363961672
73,8059.913709398213
74,8059.470913210774
75,8059.037956934085
76,8058.605384879663
77,8058.172730316203
78,8057.740075752742
79,8057.307421189283
80,8056.874766625823
81,8056.431887929347
82,8055.998931652658
83,8055.566277089199
84,8055.133622525739
85,8054.70096796228
86,8054.267682727764
87,8053.835028164304
88,8053.392862647922
89,8052.959906371233
90,8052.526703645754
91,8052.094049082293
92,8051.661394518834
93,8051.228739955374
94,8050.796085391915
95,8050.353837366495
96,8049.920881089806
97,8507.942246874114
98,8507.509592310656
99,8507.076937747195
100,8506.644283183738
101,8506.20140448726
102,8505.768448210572
103,8505.335793647111
104,8504.903139083654
105,8504.470484520192
106,8504.037829956735
107,8503.605175393273
108,8503.162379205834
109,8502.729422929147
110,8502.296850874722
111,8501.864196311264
112,8501.431541747803
113,8500.998887184345
114,8500.566232620884
115,8500.12335392441
116,8499.690397647719
117,8499.257112413205
118,8498.824457849743
119,8498.391803286282
120,8497.959148722824
121,8497.526494159363
122,8497.08432864298
123,8496.651372366294
124,8496.218169640815
125,8495.785515077354
126,8495.352860513896
127,8494.920205950435
128,8494.487551386977
129,8494.045303361556
130,8493.612347084869
131,8493.179061850351
132,8492.74640728689
133,8492.313752723432
134,8491.88109815997
135,8491.448443596513
136,8491.00627808013
137,8490.57332180344
138,8490.140119077962
139,8489.707464514504
140,8489.274809951043
141,8488.842155387585
142,8488.409500824124
143,8487.967252798706
144,8487.534296522015
145,7901.162991676952
146,7900.730337113492
147,7900.297682550033
148,7899.865027986573
149,7899.422149290097
150,7898.989193013408
151,7898.556538449949
152,7898.123883886487
153,7897.691229323028
154,7897.258574759569
155,7896.825920196109
156,7896.38312400867
157,7895.950167731981
158,7895.517595677559
159,7895.0849411141
160,7894.65228655064
161,7894.219631987181
162,7893.78697742372
163,7893.344098727245
164,7892.911142450556
165,7892.4778572160385
166,7892.045202652579
167,7891.61254808912
168,7891.17989352566
169,7890.747238962201
170,7890.305073445818
171,7889.8721171691295
172,7889.438914443651
173,7889.0062598801915
174,7888.57360531673
175,7888.140950753271
176,7887.708296189811
177,7887.266048164392
178,7886.833091887703
179,7886.399806653187
180,7885.967152089727
181,7885.534497526268
182,7885.101842962808
183,7884.669188399349
184,7884.227022882967
185,7883.794066606278
186,7883.360863880799
187,7882.928209317338
188,7882.495554753878
189,7882.062900190419
190,7881.63024562696
191,7881.18799760154
192,7880.755041324851
193,7702.24292123018
194,7701.810266666719
195,7701.37761210326
196,7700.9449575398
197,7700.502078843324
198,7700.069122566635
199,7699.636468003176
200,7699.203813439716
201,7698.771158876257
202,7698.338504312797
203,7697.905849749338
204,7697.463053561899
205,7697.03009728521
206,7696.597525230788
207,7696.164870667327
208,7695.732216103867
209,7695.299561540408
210,7694.8669069769485
211,7694.424028280472
212,7693.991072003783
213,7693.558417440324
214,7693.125762876864
215,7692.693108313405
216,7692.260453749946
217,7691.827799186484
218,7691.385002999047
219,7690.952046722358
220,7690.519474667934
221,7690.086820104475
222,7689.654165541016
223,7689.221510977556
224,7688.788856414097
225,7688.34597771762
226,7687.9130214409315
227,7687.480366877472
228,7687.047712314013
229,7686.615057750551
230,7686.181772516035
231,7685.749117952576
232,7685.306952436194
233,7684.873996159505
234,7684.440793434026
235,7684.008138870567
236,7683.575484307107
237,7683.142829743648
238,7682.710175180188
239,7682.267927154769
240,7681.83497087808
241,7741.613200060682
242,7741.180545497223
243,7740.747890933763
244,7740.315236370304
245,7739.8723576738275
246,7739.439401397139
247,7739.006746833679
248,7738.57409227022
249,7738.141437706759
250,7737.708783143299
251,7737.27612857984
252,7736.833332392401
253,7736.400376115712
254,7735.96780406129
255,7735.53514949783
256,7735.101864263314
257,7734.669209699855
258,7734.2365551363955
259,7733.793676439919
260,7733.36072016323
261,7732.928065599771
262,7732.49541103631
263,7732.06275647285
264,7731.630101909391
265,7731.197447345931
266,7730.754651158492
267,7730.3216948818035
268,7729.8891228273815
269,7729.456468263922
270,7729.023813700463
271,7728.591159137003
272,7728.158504573542
273,7727.715625877067
274,7727.2826696003785
275,7726.850015036917
276,7726.417360473458
277,7725.984705909998
278,7725.552051346539
279,7725.1193967830795
280,7724.676600595641
281,7724.243644318952
282,7723.81107226453
283,7723.37841770107
284,7722.945763137609
285,7722.51310857415
286,7722.08045401069
287,7721.637575314214
288,7721.204619037525
289,7487.330474202411
290,7486.897819638952
291,7486.465165075492
292,7486.032510512031
293,7485.5896318155565
294,7485.156675538868
295,7484.724020975406
296,7484.291366411947
297,7483.8587118484875
298,7483.426057285028
299,7482.993402721569
300,7482.55060653413
301,7482.117650257441
302,7481.685078203019
303,7481.252423639559
304,7480.819769076098
305,7480.387114512639
306,7479.954459949179
307,7479.511581252703
308,7479.078624976014
309,7478.645339741498
310,7478.212685178039
311,7477.780030614579
312,7477.34737605112
313,7476.91472148766
314,7476.472555971278
315,7476.039599694589
316,7475.60639696911
317,7475.173742405649
318,7474.74108784219
319,7474.30843327873
320,7473.875778715271
321,7473.433530689851
322,7473.000574413162
323,7472.567289178646
324,7472.134634615187
325,7471.701980051727
326,7471.269325488268
327,7470.836670924807
328,7470.394505408426
329,7469.961549131737
330,7469.528346406257
331,7469.095691842797
332,7468.663037279338
333,7468.2303827158785
334,7467.797728152419
335,7467.355480126999
336,7466.92252385031
337,7580.707763792477
338,7580.275109229017
339,7579.842454665558
340,7579.409800102098
341,7578.966921405622
342,7578.533965128933
343,7578.101310565474
344,7577.668656002014
345,7577.236001438555
346,7576.8033468750955
347,7576.370692311634
348,7575.927896124197
349,7575.494939847508
350,7575.062367793084
351,7574.629713229625
352,7574.1970586661655
353,7573.764404102706
354,7573.331749539247
355,7572.88887084277
356,7572.455914566081
357,7572.022629331565
358,7571.589974768106
359,7571.157320204645
360,7570.724665641185
361,7570.292011077726
362,7569.8498455613435
363,7569.416889284655
364,7568.983686559176
365,7568.551031995717
366,7568.118377432257
367,7567.685722868798
368,7567.253068305338
369,7566.8108202799185
370,7566.37786400323
371,7565.944578768714
372,7565.511924205252
373,7565.079269641793
374,7564.6466150783335
375,7564.213960514874
376,7563.771794998492
377,7563.338838721803
378,7562.905635996324
379,7562.472981432865
380,7562.040326869405
381,7561.607672305946
382,7561.175017742485
383,7560.732769717067
384,7560.299813440378
385,7788.511945266554
386,7788.079290703095
387,7787.646636139635
388,7787.213350905119
389,7786.771102879699
390,7786.3381466030105
391,7785.9048613684945
392,7785.472206805033
393,7785.039552241574
394,7784.606897678114
395,7784.174243114655
396,7783.732077598273
397,7783.299121321584
398,7782.865918596105
399,7782.433264032646
400,7782.000609469186
401,7781.567954905727
402,7781.1353003422655
403,7780.693052316848
404,7780.260096040159
405,7779.826810805641
406,7779.394156242181
407,7778.961501678722
408,7778.528847115263
409,7778.096192551803
410,7777.654027035421
411,7777.221070758732
412,7776.787868033253
413,7776.355213469794
414,7775.922558906333
415,7775.489904342873
416,7775.057249779414
417,7774.615001753994
418,7774.182659166919
419,7773.748760242789
420,7773.31610567933
421,7772.88345111587
422,7772.450796552411
423,7772.018141988951
424,7771.575976472569
425,7771.1433219091095
426,7770.7098174704015
427,7770.27716290694
428,7769.844508343481
429,7769.411853780021
430,7768.979199216562
431,7768.536951191142
432,7768.103994914453
433,7786.455189060481
434,7786.0225344970195
435,7785.58987993356
436,7785.157225370101
437,7784.714346673624
438,7784.281390396935
439,7783.848735833476
440,7783.416081270017
441,7782.983426706557
442,7782.550772143098
443,7782.118117579638
444,7781.675321392199
445,7781.24236511551
446,7780.809793061088
447,7780.377138497627
448,7779.944483934168
449,7779.511829370708
450,7779.079174807249
451,7778.6362961107725
452,7778.203339834084
453,7777.770685270624
454,7777.338030707165
455,7776.905376143705
456,7776.472721580246
457,7776.040067016785
458,7775.5972708293475
459,7775.164314552659
460,7774.731742498235
461,7774.299087934775
462,7773.866433371316
463,7773.4337788078565
464,7773.001124244397
465,7772.558245547921
466,7772.125289271232
467,7771.692634707772
468,7771.259980144313
469,7770.827325580852
470,7770.394040346336
471,7769.961385782876
472,7769.519220266494
473,7769.086263989805
474,7768.653061264326
475,7768.220406700867
476,7767.787752137408
477,7767.355097573948
478,7766.922443010489
479,7766.480194985069
480,7766.04723870838
481,7698.973199924484
482,7698.540545361025
483,7698.107890797565
484,7697.675236234106
485,7697.2323575376295
486,7696.799401260941
487,7696.366746697481
488,7695.934092134022
489,7695.5014375705605
490,7695.068783007101
491,7694.636128443642
492,7694.193332256203
493,7693.760375979514
494,7693.327803925092
495,7692.895149361632
496,7692.462494798173
497,7692.029840234713
498,7691.597185671254
499,7691.154306974778
500,7690.721350698089
501,7690.288065463573
502,7689.855410900112
503,7689.422756336652
504,7688.990101773193
505,7688.557447209733
506,7688.115281693351
507,7687.682325416662
508,7687.249122691183
509,7686.816468127724
510,7686.3838135642645
511,7685.951159000805
512,7685.518504437344
513,7685.076256411926
514,7684.643300135237
515,7684.210014900719
516,7683.77736033726
517,7683.3447057738
518,7682.912051210341
519,7682.4793966468815
520,7682.037231130499
521,7681.60427485381
522,7681.171072128332
523,7680.738417564872
524,7680.305763001411
525,7679.8731084379515
526,7679.440453874492
527,7678.998205849072
528,7678.565249572383
529,7744.6856244416
530,7744.252969878141
531,7743.8203153146815
532,7743.38766075122
533,7742.944782054746
534,7742.511825778057
535,7742.078540543539
536,7741.64588598008
537,7741.21323141662
538,7740.780576853161
539,7740.347922289701
540,7739.905756773319
541,7739.47280049663
542,7739.039597771151
543,7738.606943207692
544,7738.174288644231
545,7737.741634080771
546,7737.308979517312
547,7736.866731491892
548,7736.433775215203
549,7736.000489980687
550,7735.567835417228
551,7735.135180853768
552,7734.702526290309
553,7734.2698717268495
554,7733.827706210467
555,7733.394749933778
556,7732.9615472083
557,7732.528892644838
558,7732.096238081379
559,7731.6635835179195
560,7731.23092895446
561,7730.78868092904
562,7730.3557246523515
563,7729.922439417835
564,7729.489784854376
565,7729.057130290917
566,7728.624475727457
567,7728.191821163996
568,7727.749655647615
569,7727.3166993709265
570,7726.883496645446
571,7726.450842081987
572,7726.018187518527
573,7725.585532955068
574,7725.152878391608
575,7724.7106303661885
576,7724.2776740895
577,7725.3502974879475
578,7724.917642924488
579,7724.484988361027
580,7724.052333797567
581,7723.609455101091
582,7723.176498824402
583,7722.743844260943
584,7722.311189697483
585,7721.878535134024
586,7721.445880570564
587,7721.013226007105
588,7720.570429819666
589,7720.137473542977
590,7719.704901488555
591,7719.272246925094
592,7718.8395923616345
593,7718.406937798175
594,7717.974283234716
595,7717.531404538239
596,7717.09844826155
597,7716.665793698091
598,7716.2331391346315
599,7715.800484571172
600,7715.367830007713
601,7714.935175444251
602,7714.492379256814
603,7714.059422980125
604,7713.626850925702
605,7713.194196362242
606,7712.761541798783
607,7712.328887235323
608,7711.896232671864
609,7711.4533539753875
610,7711.020397698699
611,7710.587743135239
612,7710.15508857178
613,7709.7224340083185
614,7709.2891487738025
615,7708.856494210343
616,7708.414328693961
617,7707.981372417272
618,7707.548169691793
619,7707.115515128334
620,7706.682860564874
621,7706.250206001415
622,7705.817551437955
