,0
1,7327.174830175188
2,7327.174830175188
3,7327.174830175188
4,7327.174830175188
5,297.0
6,5444.213341000575
7,6101.860005725737
8,6101.860005725737
9,6101.860005725737
10,6101.860005725737
11,6101.860005725737
12,297.0
13,6101.860005725737
14,7327.174830175188
15,7327.174830175188
16,7327.174830175188
17,7327.174830175188
18,7327.174830175188
19,297.0
20,5444.213341000575
21,6101.860005725737
22,6101.860005725737
23,6101.860005725737
24,6101.860005725737
25,6101.860005725737
26,297.0
27,5444.213341000575
28,7327.174830175188
29,7327.174830175188
30,7327.174830175188
31,7327.174830175188
32,7327.174830175188
33,297.0
34,5444.213341000575
35,6101.860005725737
36,6101.860005725737
37,6101.860005725737
38,6101.860005725737
39,6101.860005725737
40,297.0
41,6101.860005725737
42,7327.174830175188
43,7327.174830175188
44,7327.174830175188
45,7327.174830175188
46,7327.174830175188
47,297.0
48,6101.860005725737
49,7551.361078546307
50,7551.361078546307
51,7551.361078546307
52,7551.361078546307
53,0.0
54,4728.313019390582
55,4884.335447051363
56,4884.335447051363
57,4884.335447051363
58,4884.335447051363
59,4884.335447051363
60,0.0
61,4728.313019390582
62,7551.361078546307
63,7551.361078546307
64,7551.361078546307
65,7551.361078546307
66,7551.361078546307
67,0.0
68,4728.313019390582
69,4662.157546823357
70,4884.335447051363
71,4884.335447051363
72,4884.335447051363
73,4884.335447051363
74,0.0
75,4728.313019390582
76,7551.361078546307
77,7551.361078546307
78,7551.361078546307
79,7551.361078546307
80,7551.361078546307
81,0.0
82,4728.313019390582
83,4662.157546823357
84,4884.335447051363
85,4884.335447051363
86,4884.335447051363
87,4884.335447051363
88,0.0
89,4728.313019390582
90,7551.361078546307
91,7551.361078546307
92,7551.361078546307
93,7551.361078546307
94,7586.187977585329
95,0.0
96,4728.313019390582
97,8049.301530446109
98,8677.625303766707
99,8677.625303766707
100,9684.632653061224
101,124.0
102,5944.823111111111
103,6616.208605184271
104,6616.208605184271
105,6616.208605184271
106,6616.208605184271
107,6616.208605184271
108,124.0
109,5944.823111111111
110,8049.301530446109
111,8049.301530446109
112,8677.625303766707
113,8677.625303766707
114,8879.872781065089
115,46.0
116,5944.823111111111
117,5944.823111111111
118,6616.208605184271
119,6616.208605184271
120,6616.208605184271
121,6616.208605184271
122,124.0
123,5944.823111111111
124,8049.301530446109
125,8049.301530446109
126,8677.625303766707
127,8677.625303766707
128,9684.632653061224
129,124.0
130,5944.823111111111
131,5944.823111111111
132,6616.208605184271
133,6616.208605184271
134,6616.208605184271
135,6616.208605184271
136,124.0
137,5944.823111111111
138,8049.301530446109
139,8049.301530446109
140,8677.625303766707
141,8677.625303766707
142,9684.632653061224
143,124.0
144,5944.823111111111
145,8677.625303766707
146,8677.625303766707
147,8677.625303766707
148,9684.632653061224
149,609.0
150,6101.860005725737
151,6101.860005725737
152,6101.860005725737
153,6101.860005725737
154,6101.860005725737
155,6101.860005725737
156,609.0
157,6101.860005725737
158,8677.625303766707
159,8677.625303766707
160,8677.625303766707
161,8677.625303766707
162,9684.632653061224
163,506.0
164,6101.860005725737
165,6101.860005725737
166,6101.860005725737
167,6101.860005725737
168,6101.860005725737
169,6101.860005725737
170,506.0
171,6101.860005725737
172,8677.625303766707
173,8677.625303766707
174,8677.625303766707
175,8677.625303766707
176,9684.632653061224
177,506.0
178,6101.860005725737
179,6101.860005725737
180,6101.860005725737
181,6101.860005725737
182,6101.860005725737
183,6101.860005725737
184,609.0
185,6101.860005725737
186,8677.625303766707
187,8677.625303766707
188,8677.625303766707
189,8677.625303766707
190,9684.632653061224
191,609.0
192,6101.860005725737
193,8415.565660950728
194,8415.565660950728
195,8415.565660950728
196,9631.656822209095
197,1505.537037037037
198,6453.721551884166
199,6453.721551884166
200,6453.721551884166
201,6886.998220640569
202,6886.998220640569
203,6886.998220640569
204,1505.537037037037
205,6453.721551884166
206,8415.565660950728
207,8415.565660950728
208,8415.565660950728
209,8415.565660950728
210,9631.656822209095
211,1440.9
212,6453.721551884166
213,6453.721551884166
214,6453.721551884166
215,6453.721551884166
216,6886.998220640569
217,6886.998220640569
218,1440.9
219,6453.721551884166
220,8415.565660950728
221,8415.565660950728
222,8415.565660950728
223,8415.565660950728
224,9631.656822209095
225,1505.537037037037
226,6453.721551884166
227,6453.721551884166
228,6453.721551884166
229,6886.998220640569
230,6886.998220640569
231,6886.998220640569
232,1505.537037037037
233,6453.721551884166
234,8415.565660950728
235,8415.565660950728
236,8415.565660950728
237,8415.565660950728
238,9631.656822209095
239,1505.537037037037
240,6453.721551884166
241,8677.625303766707
242,8677.625303766707
243,9455.595210505986
244,10648.431688804554
245,737.5
246,6101.860005725737
247,6101.860005725737
248,7175.185132090927
249,7175.185132090927
250,7175.185132090927
251,7175.185132090927
252,1079.3384615384616
253,6101.860005725737
254,8677.625303766707
255,8677.625303766707
256,9455.595210505986
257,9455.595210505986
258,10648.431688804554
259,737.5
260,6101.860005725737
261,6101.860005725737
262,6101.860005725737
263,7175.185132090927
264,7175.185132090927
265,7175.185132090927
266,737.5
267,6101.860005725737
268,8677.625303766707
269,8677.625303766707
